1,40920,8.326976,0.953952,largeDoses
2,14488,7.153469,1.673904,smallDoses
3,26052,1.441871,0.805124,didntLike
4,75136,13.147394,0.428964,didntLike
5,38344,1.669788,0.134296,didntLike
6,72993,10.14174,1.032955,didntLike
7,35948,6.830792,1.213192,largeDoses
8,42666,13.276369,0.54388,largeDoses
9,67497,8.631577,0.749278,didntLike
10,35483,12.273169,1.508053,largeDoses
11,50242,3.723498,0.831917,didntLike
12,63275,8.385879,1.669485,didntLike
13,5569,4.875435,0.728658,smallDoses
14,51052,4.680098,0.625224,didntLike
15,77372,15.29957,0.331351,didntLike
16,43673,1.889461,0.191283,didntLike
17,61364,7.516754,1.269164,didntLike
18,69673,14.239195,0.261333,didntLike
19,15669,0,1.250185,smallDoses
20,28488,10.528555,1.304844,largeDoses
21,6487,3.540265,0.822483,smallDoses
22,37708,2.991551,0.83392,didntLike
23,22620,5.297865,0.638306,smallDoses
24,28782,6.593803,0.187108,largeDoses
25,19739,2.81676,1.686209,smallDoses
26,36788,12.458258,0.649617,largeDoses
27,5741,0,1.656418,smallDoses
28,28567,9.968648,0.731232,largeDoses
29,6808,1.364838,0.640103,smallDoses
30,41611,0.230453,1.151996,didntLike
31,36661,11.865402,0.88281,largeDoses
32,43605,0.12046,1.352013,didntLike
33,15360,8.545204,1.340429,largeDoses
34,63796,5.856649,0.160006,didntLike
35,10743,9.665618,0.778626,smallDoses
36,70808,9.778763,1.084103,didntLike
37,72011,4.932976,0.632026,didntLike
38,5914,2.216246,0.587095,smallDoses
39,14851,14.305636,0.632317,largeDoses
40,33553,12.591889,0.686581,largeDoses
41,44952,3.424649,1.004504,didntLike
42,17934,0,0.147573,smallDoses
43,27738,8.533823,0.205324,largeDoses
44,29290,9.829528,0.23862,largeDoses
45,42330,11.492186,0.263499,largeDoses
46,36429,3.570968,0.832254,didntLike
47,39623,1.771228,0.207612,didntLike
48,32404,3.513921,0.991854,didntLike
49,27268,4.398172,0.975024,didntLike
50,5477,4.276823,1.174874,smallDoses
51,14254,5.946014,1.614244,smallDoses
52,68613,13.79897,0.724375,didntLike
53,41539,10.393591,1.663724,largeDoses
54,7917,3.007577,0.297302,smallDoses
55,21331,1.031938,0.486174,smallDoses
56,8338,4.751212,0.064693,smallDoses
57,5176,3.692269,1.655113,smallDoses
58,18983,10.448091,0.267652,largeDoses
59,68837,10.585786,0.329557,didntLike
60,13438,1.604501,0.069064,smallDoses
61,48849,3.679497,0.961466,didntLike
62,12285,3.795146,0.696694,smallDoses
63,7826,2.531885,1.659173,smallDoses
64,5565,9.73334,0.977746,smallDoses
65,10346,6.093067,1.413798,smallDoses
66,1823,7.71296,1.054927,smallDoses
67,9744,11.470364,0.760461,largeDoses
68,16857,2.886529,0.934416,smallDoses
69,39336,10.054373,1.138351,largeDoses
70,65230,9.97247,0.881876,didntLike
71,2463,2.335785,1.366145,smallDoses
72,27353,11.375155,1.528626,largeDoses
73,16191,0,0.605619,smallDoses
74,12258,4.126787,0.357501,smallDoses
75,42377,6.319522,1.058602,didntLike
76,25607,8.680527,0.086955,largeDoses
77,77450,14.856391,1.129823,didntLike
78,58732,2.454285,0.22238,didntLike
79,46426,7.292202,0.548607,largeDoses
80,32688,8.745137,0.857348,largeDoses
81,64890,8.579001,0.683048,didntLike
82,8554,2.507302,0.869177,smallDoses
83,28861,11.415476,1.505466,largeDoses
84,42050,4.83854,1.680892,didntLike
85,32193,10.339507,0.583646,largeDoses
86,64895,6.573742,1.151433,didntLike
87,2355,6.539397,0.462065,smallDoses
88,0,2.209159,0.723567,smallDoses
89,70406,11.196378,0.836326,didntLike
90,57399,4.229595,0.128253,didntLike
91,41732,9.505944,0.005273,largeDoses
92,11429,8.652725,1.348934,largeDoses
93,75270,17.101108,0.490712,didntLike
94,5459,7.871839,0.717662,smallDoses
95,73520,8.262131,1.361646,didntLike
96,40279,9.015635,1.658555,largeDoses
97,21540,9.215351,0.806762,largeDoses
98,17694,6.375007,0.033678,smallDoses
99,22329,2.262014,1.022169,didntLike
100,46570,5.67711,0.709469,didntLike
101,42403,11.293017,0.207976,largeDoses
102,33654,6.590043,1.353117,didntLike
103,9171,4.71196,0.194167,smallDoses
104,28122,8.768099,1.108041,largeDoses
105,34095,11.502519,0.545097,largeDoses
106,1774,4.682812,0.578112,smallDoses
107,40131,12.446578,0.300754,largeDoses
108,13994,12.908384,1.657722,largeDoses
109,77064,12.601108,0.974527,didntLike
110,11210,3.929456,0.025466,smallDoses
111,6122,9.751503,1.18205,largeDoses
112,15341,3.043767,0.888168,smallDoses
113,44373,4.391522,0.8071,didntLike
114,28454,11.695276,0.679015,largeDoses
115,63771,7.879742,0.154263,didntLike
116,9217,5.613163,0.933632,smallDoses
117,69076,9.140172,0.8513,didntLike
118,24489,4.258644,0.206892,didntLike
119,16871,6.799831,1.221171,smallDoses
120,39776,8.752758,0.484418,largeDoses
121,5901,1.123033,1.180352,smallDoses
122,40987,10.833248,1.585426,largeDoses
123,7479,3.051618,0.026781,smallDoses
124,38768,5.308409,0.030683,largeDoses
125,4933,1.841792,0.028099,smallDoses
126,32311,2.261978,1.605603,didntLike
127,26501,11.573696,1.061347,largeDoses
128,37433,8.038764,1.08391,largeDoses
129,23503,10.734007,0.103715,largeDoses
130,68607,9.661909,0.350772,didntLike
131,27742,9.00585,0.548737,largeDoses
132,11303,0,0.539131,smallDoses
133,0,5.75714,1.062373,smallDoses
134,32729,9.164656,1.624565,largeDoses
135,24619,1.31834,1.436243,didntLike
136,42414,14.075597,0.695934,largeDoses
137,20210,10.10755,1.308398,largeDoses
138,33225,7.960293,1.21976,largeDoses
139,54483,6.317292,0.018209,didntLike
140,18475,12.664194,0.595653,largeDoses
141,33926,2.906644,0.581657,didntLike
142,43865,2.388241,0.913938,didntLike
143,26547,6.024471,0.486215,largeDoses
144,44404,7.226764,1.255329,largeDoses
145,16674,4.183997,1.27529,smallDoses
146,8123,11.850211,1.096981,largeDoses
147,42747,11.661797,1.167935,largeDoses
148,56054,3.574967,0.494666,didntLike
149,10933,0,0.107475,smallDoses
150,18121,7.937657,0.904799,largeDoses
151,11272,3.365027,1.014085,smallDoses
152,16297,0,0.367491,smallDoses
153,28168,13.860672,1.29327,largeDoses
154,40963,10.306714,1.211594,largeDoses
155,31685,7.228002,0.67067,largeDoses
156,55164,4.50874,1.036192,didntLike
157,17595,0.366328,0.163652,smallDoses
158,1862,3.299444,0.575152,smallDoses
159,57087,0.573287,0.607915,didntLike
160,63082,9.183738,0.01228,didntLike
161,51213,7.842646,1.060636,largeDoses
162,6487,4.750964,0.55824,smallDoses
163,4805,11.438702,1.556334,largeDoses
164,30302,8.243063,1.122768,largeDoses
165,68680,7.949017,0.271865,didntLike
166,17591,7.875477,0.227085,smallDoses
167,74391,9.569087,0.364856,didntLike
168,37217,7.750103,0.869094,largeDoses
169,42814,0,1.515293,didntLike
170,14738,3.39603,0.633977,smallDoses
171,19896,11.916091,0.025294,largeDoses
172,14673,0.460758,0.689586,smallDoses
173,32011,13.087566,0.476002,largeDoses
174,58736,4.589016,1.6726,didntLike
175,54744,8.397217,1.534103,didntLike
176,29482,5.562772,1.689388,didntLike
177,27698,10.905159,0.619091,largeDoses
178,11443,1.311441,1.169887,smallDoses
179,56117,10.64717,0.980141,largeDoses
180,39514,0,0.481918,didntLike
181,26627,8.503025,0.830861,largeDoses
182,16525,0.43688,1.395314,smallDoses
183,24368,6.127867,1.102179,didntLike
184,22160,12.112492,0.35968,largeDoses
185,6030,1.264968,1.141582,smallDoses
186,6468,6.067568,1.327047,smallDoses
187,22945,8.010964,1.681648,largeDoses
188,18520,3.791084,0.304072,smallDoses
189,34914,11.773195,1.262621,largeDoses
190,6121,8.339588,1.443357,smallDoses
191,38063,2.563092,1.464013,didntLike
